trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
105,False,"{'a': 0.0075, 'e': 0.7056189974679365}",25,0,-27.28904551150097,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
106,False,"{'a': 0.0075, 'e': 0.7002847660410398}",20,3,-15.858844568716838,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
107,False,"{'a': 0.0075, 'e': 0.6949111437806982}",30,22,-8.652767934256286,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
108,False,"{'a': 0.0075, 'e': 0.6894984329517471}",20,0,-20.450598204867752,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
109,False,"{'a': 0.0075, 'e': 0.6840469380177434}",25,14,-32.727195055322326,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
110,False,"{'a': 0.0075, 'e': 0.6785569656238399}",20,0,-92.32129100946574,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
111,False,"{'a': 0.0075, 'e': 0.6730288245795362}",30,0,-9.54614002392594,"{0: 26, 1: 2, 2: 1, 3: 1, 4: 0}",1
112,False,"{'a': 0.0075, 'e': 0.6674628258413082}",20,0,-67.75875361818984,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
113,False,"{'a': 0.0075, 'e': 0.6618592824951175}",25,10,-36.83124201266994,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
114,False,"{'a': 0.0075, 'e': 0.6562185097387998}",20,0,-40.00236745931369,"{0: 15, 1: 2, 2: 1, 3: 2, 4: 0}",0
115,False,"{'a': 0.0075, 'e': 0.6505408248643354}",25,0,-154.5361031750944,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 3}",0
116,False,"{'a': 0.0075, 'e': 0.6448265472400012}",30,0,-119.497462985923,"{0: 22, 1: 0, 2: 6, 3: 0, 4: 2}",0
117,False,"{'a': 0.0075, 'e': 0.6390759982924072}",20,11,2.0440995378856828,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
118,False,"{'a': 0.0075, 'e': 0.6332895014884152}",25,10,-104.2169103958196,"{0: 9, 1: 2, 2: 1, 3: 1, 4: 2}",1
119,False,"{'a': 0.0075, 'e': 0.627467382316945}",25,0,-42.1104515138256,"{0: 20, 1: 3, 2: 1, 3: 0, 4: 1}",0
120,False,"{'a': 0.0075, 'e': 0.6216099682706646}",20,10,-1.8874029601029831,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
121,False,"{'a': 0.0075, 'e': 0.6157175888275696}",25,11,-68.63687843915582,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 2}",1
122,False,"{'a': 0.0075, 'e': 0.6097905754324503}",25,17,5.880445211370173,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
123,False,"{'a': 0.0075, 'e': 0.6038292614782471}",20,16,10.882848247316076,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
124,False,"{'a': 0.0075, 'e': 0.5978339822872983}",20,0,3.311875701532747,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",1
125,False,"{'a': 0.0075, 'e': 0.5918050750924776}",35,0,-96.16866574315794,"{0: 27, 1: 3, 2: 2, 3: 1, 4: 2}",0
126,False,"{'a': 0.0075, 'e': 0.585742879018225}",30,0,-38.804542729587716,"{0: 24, 1: 3, 2: 2, 3: 0, 4: 1}",0
127,False,"{'a': 0.0075, 'e': 0.5796477350614712}",25,0,3.7879099078922294,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
128,False,"{'a': 0.0075, 'e': 0.5735199860724567}",25,0,6.692223805245443,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
129,False,"{'a': 0.0075, 'e': 0.5673599767354466}",20,9,8.397710401922154,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
130,False,"{'a': 0.0075, 'e': 0.5611680535493415}",20,0,-22.7282454868706,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
131,False,"{'a': 0.0075, 'e': 0.5549445648081883}",25,0,-142.47630060077597,"{0: 16, 1: 4, 2: 2, 3: 0, 4: 3}",0
132,False,"{'a': 0.0075, 'e': 0.5486898605815876}",20,14,11.167788127424798,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.0075, 'e': 0.5424042926950031}",25,11,-20.758886518945374,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
134,False,"{'a': 0.0075, 'e': 0.536088214709971}",30,17,-74.46774911289283,"{0: 8, 1: 0, 2: 3, 3: 1, 4: 1}",1
135,False,"{'a': 0.0075, 'e': 0.5297419819042124}",20,16,8.732730040167965,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
